Time,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,Roll,Pitch,Yaw
5360,-4.792334,0.082544,8.774780,0.161890,-1.526236,0.090530,0.959785,28.793537,-1.243808
5370,-4.500440,0.106470,9.175537,0.197037,-1.557123,0.112897,1.058625,27.731709,-1.187056
5380,-4.355689,0.053833,9.287989,0.214078,-1.559253,0.123547,1.126330,26.674347,-1.125739
5390,-4.226489,0.007178,9.313110,0.236444,-1.561383,0.133133,1.172659,25.648314,-1.060065
5400,-3.983643,-0.021533,9.370532,0.299283,-1.598660,0.159760,1.235379,24.569133,-0.979334
5410,-3.834106,0.049048,9.338232,0.344016,-1.640198,0.175735,1.358125,23.503321,-0.890918
5420,-3.649878,0.169873,9.287989,0.388748,-1.697711,0.191711,1.564316,22.425784,-0.796305
5430,-3.185718,0.510815,8.980542,0.447327,-1.848950,0.221533,1.993731,21.186374,-0.690319
5440,-2.879468,0.699829,8.846558,0.439871,-1.924570,0.234314,2.496043,19.879712,-0.587557
5450,-2.554077,0.857739,8.752050,0.402594,-1.984213,0.240704,3.028721,18.496070,-0.493682
5460,-2.054028,0.983350,8.728125,0.266266,-2.028946,0.233249,3.511993,16.931879,-0.417716
5470,-1.921240,0.967798,8.741284,0.186386,-2.012970,0.224728,3.891524,15.444650,-0.357218
5480,-1.811182,0.949854,8.748462,0.107571,-1.977823,0.220468,4.178889,14.050996,-0.306249
5490,-1.699927,0.947461,8.872876,-0.019171,-1.871317,0.218338,4.361828,12.764538,-0.258166
5500,-1.452295,0.951050,9.197070,-0.054318,-1.805283,0.217273,4.489711,11.457630,-0.211544
5510,-1.326685,0.961816,9.276026,-0.073489,-1.733923,0.215143,4.595957,10.232967,-0.165497
5520,-1.219019,0.983350,9.307129,-0.085205,-1.659369,0.211948,4.695682,9.099129,-0.119898
5530,-1.010864,1.019238,9.206640,-0.112897,-1.510260,0.199167,4.797664,8.037179,-0.076450
5540,-0.909180,1.024023,9.089404,-0.140588,-1.438901,0.190646,4.884991,7.060937,-0.036149
5550,-0.812280,0.988135,9.047534,-0.182126,-1.371802,0.182126,4.922976,6.157715,0.001182
5560,-0.648389,0.843384,9.238940,-0.297153,-1.241864,0.171475,4.800394,5.303135,0.038227
5570,-0.563452,0.769214,9.437525,-0.355731,-1.173700,0.171475,4.606090,4.508779,0.080040
5580,-0.467749,0.697437,9.664820,-0.404724,-1.103406,0.173605,4.354194,3.765300,0.128576
5590,-0.297876,0.640015,10.115820,-0.459042,-0.960687,0.177866,4.049951,3.063589,0.188538
5600,-0.233276,0.632837,10.307226,-0.466498,-0.889328,0.177866,3.760241,2.428802,0.254307
5610,-0.192603,0.636426,10.442408,-0.464368,-0.815839,0.175735,3.496243,1.870026,0.324194
5620,-0.165088,0.695044,10.575195,-0.447327,-0.674185,0.168280,3.291599,1.422809,0.396922
5630,-0.138770,0.716577,10.629028,-0.436676,-0.610281,0.164020,3.120642,1.037674,0.470696
5640,-0.128003,0.684277,10.673291,-0.422830,-0.554898,0.157629,2.954721,0.712464,0.543588
5650,-0.110059,0.624463,10.725927,-0.388748,-0.465433,0.150174,2.789882,0.455507,0.615782
5660,-0.056226,0.494067,10.899389,-0.368512,-0.430286,0.150174,2.580864,0.213640,0.689733
5670,-0.010767,0.434253,10.979541,-0.345081,-0.399399,0.151239,2.372162,-0.011748,0.766001
5680,0.025122,0.385205,11.059692,-0.318454,-0.369577,0.152304,2.171147,-0.217732,0.844432
5690,0.050244,0.319409,11.147021,-0.258810,-0.309933,0.151239,1.986292,-0.385132,0.924302
5700,0.019141,0.301465,11.169751,-0.225793,-0.276917,0.148044,1.826866,-0.503986,1.003583
5710,-0.031104,0.283521,11.156591,-0.192776,-0.243900,0.145914,1.690989,-0.569661,1.082697
5720,-0.144751,0.253613,11.047729,-0.125677,-0.186386,0.144849,1.589357,-0.542893,1.162512
5730,-0.198584,0.245239,11.005859,-0.095856,-0.164020,0.145914,1.509210,-0.480045,1.243485
5740,-0.244043,0.238062,10.996289,-0.069229,-0.141653,0.146979,1.447114,-0.388889,1.325540
5750,-0.233276,0.235669,11.025000,-0.018106,-0.086270,0.159760,1.416010,-0.283418,1.415807
5760,-0.160303,0.260791,11.044141,0.011716,-0.054318,0.169345,1.415641,-0.207695,1.512044
5770,-0.072974,0.277539,11.009448,0.044733,-0.022366,0.177866,1.441216,-0.165693,1.613614
5780,0.081348,0.314624,10.794116,0.113962,0.037277,0.188516,1.521754,-0.174128,1.722137
5790,0.095703,0.319409,10.605103,0.144849,0.058578,0.187451,1.615919,-0.178947,1.830401
5800,0.100488,0.343335,10.399341,0.170410,0.074554,0.183191,1.730150,-0.178602,1.936533
5810,0.095703,0.388794,10.205542,0.186386,0.086270,0.175735,1.869471,-0.170728,2.038676
5820,0.020337,0.466553,9.919629,0.190646,0.100116,0.154434,2.046417,-0.116380,2.128991
5830,-0.017944,0.488086,9.843066,0.181061,0.105441,0.144849,2.215533,-0.043431,2.214094
5840,-0.041870,0.504834,9.784449,0.167215,0.108636,0.136328,2.372406,0.037547,2.294558
5850,-0.023926,0.540723,9.761719,0.135263,0.110767,0.122482,2.518523,0.102068,2.367307
5860,-0.020337,0.533545,9.770093,0.119287,0.110767,0.116092,2.638275,0.158419,2.436553
5870,-0.016748,0.534741,9.798803,0.108636,0.109702,0.110767,2.740961,0.206828,2.502848
5880,-0.039478,0.581396,9.809570,0.105441,0.104376,0.100116,2.857768,0.260625,2.563009
5890,-0.056226,0.614893,9.760523,0.108636,0.101181,0.093726,2.985410,0.317143,2.619538
5900,-0.072974,0.641211,9.669604,0.108636,0.095856,0.086270,3.118928,0.375322,2.671765
5910,-0.095703,0.667529,9.552368,0.104376,0.089465,0.078815,3.256921,0.438189,2.719649
5920,-0.153125,0.727344,9.400439,0.076685,0.068164,0.060709,3.408020,0.518518,2.756599
5930,-0.178247,0.748877,9.357373,0.055383,0.054318,0.052188,3.548100,0.599184,2.788301
5940,-0.202173,0.770410,9.350195,0.031952,0.038342,0.043668,3.675499,0.678068,2.814636
5950,-0.212939,0.788355,9.418384,-0.018106,0.002130,0.033017,3.771862,0.736355,2.833595
5960,-0.226099,0.769214,9.472217,-0.040472,-0.014911,0.029822,3.833936,0.787231,2.850085
5970,-0.218921,0.764429,9.524854,-0.058578,-0.029822,0.029822,3.875572,0.820740,2.865994
5980,-0.192603,0.778784,9.620557,-0.083075,-0.059644,0.034082,3.904328,0.819370,2.883170
5990,-0.185425,0.779980,9.667212,-0.088400,-0.073489,0.035147,3.926142,0.806368,2.900398
6000,-0.181836,0.795532,9.689941,-0.090530,-0.086270,0.037277,3.952448,0.785643,2.918325
6010,-0.172266,0.801514,9.686353,-0.090530,-0.100116,0.038342,3.979754,0.754349,2.936290
6020,-0.139966,0.795532,9.660034,-0.094791,-0.133133,0.039407,4.000104,0.691015,2.953524
6030,-0.113647,0.778784,9.652857,-0.104376,-0.151239,0.041537,4.004473,0.609517,2.971223
6040,-0.063403,0.750073,9.691137,-0.119287,-0.172540,0.045798,3.982914,0.496189,2.990498
6050,0.005981,0.680689,9.807178,-0.145914,-0.219403,0.055383,3.906273,0.330194,3.013426
6060,0.014355,0.644800,9.852636,-0.154434,-0.244965,0.061774,3.810958,0.161960,3.039179
6070,0.041870,0.620874,9.859815,-0.160825,-0.270526,0.072424,3.707910,-0.018998,3.070284
6080,0.064600,0.525171,9.878955,-0.161890,-0.330170,0.093726,3.560731,-0.226758,3.111643
6090,0.059814,0.490479,9.868189,-0.158694,-0.363187,0.103311,3.410261,-0.429458,3.157802
6100,0.055029,0.476123,9.870581,-0.154434,-0.400464,0.110767,3.268167,-0.629644,3.207512
6110,0.051440,0.459375,9.892115,-0.142719,-0.485669,0.127808,3.135654,-0.853247,3.264766
6120,0.088525,0.459375,9.932788,-0.134198,-0.531467,0.136328,3.018872,-1.099623,3.326115
6130,0.131592,0.472534,9.935181,-0.123547,-0.578329,0.144849,2.925555,-1.370529,3.391560
6140,0.180640,0.477319,9.913648,-0.115027,-0.624127,0.151239,2.848376,-1.666536,3.459875
6150,0.258398,0.468945,9.831103,-0.108636,-0.714658,0.165085,2.778947,-2.025416,3.534035
6160,0.295483,0.464160,9.796412,-0.109702,-0.759390,0.170410,2.713337,-2.394479,3.610518
6170,0.333765,0.468945,9.755737,-0.109702,-0.805188,0.175735,2.657177,-2.774225,3.689331
6180,0.453394,0.510815,9.695923,-0.113962,-0.893588,0.184256,2.628636,-3.231919,3.771156
6190,0.541919,0.547900,9.679174,-0.118222,-0.936191,0.188516,2.621245,-3.718231,3.854595
6200,0.626855,0.563452,9.644483,-0.126743,-0.977728,0.191711,2.619316,-4.228670,3.938888
6210,0.814673,0.507227,9.605005,-0.157629,-1.056543,0.202362,2.570100,-4.839020,4.027297
6220,0.921143,0.488086,9.599024,-0.174670,-1.094885,0.206622,2.505062,-5.471423,4.117765
6230,1.032398,0.465356,9.613379,-0.189581,-1.131097,0.210883,2.424109,-6.124084,4.210582
6240,1.257300,0.471338,9.680371,-0.213013,-1.190741,0.217273,2.338980,-6.866308,4.306660
6250,1.387695,0.502441,9.753345,-0.224728,-1.208847,0.221533,2.269766,-7.613433,4.405938
6260,1.501343,0.525171,9.827515,-0.235379,-1.220563,0.224728,2.210601,-8.351323,4.507807
6270,1.597046,0.516797,9.856226,-0.241769,-1.239734,0.230054,2.146641,-9.078223,4.613249
6280,1.831519,0.492871,9.800000,-0.242834,-1.251450,0.230054,2.075271,-9.873351,4.719450
6290,1.963110,0.502441,9.718653,-0.246030,-1.264230,0.227924,2.015415,-10.678466,4.825302
6300,2.080347,0.500049,9.642090,-0.255615,-1.278076,0.220468,1.956442,-11.485715,4.927570
6310,2.336353,0.523975,9.607397,-0.289697,-1.303638,0.199167,1.900825,-12.370605,5.017935
6320,2.459570,0.503638,9.668408,-0.306738,-1.312158,0.185321,1.828529,-13.233052,5.101058
6330,2.569629,0.496460,9.767700,-0.317389,-1.316418,0.168280,1.751442,-14.059676,5.175338
6340,2.757446,0.445020,9.963892,-0.310999,-1.312158,0.127808,1.655488,-14.874514,5.227110
6350,2.844775,0.423486,10.008154,-0.295023,-1.305768,0.103311,1.566519,-15.646104,5.265971
6360,2.935693,0.411523,10.011744,-0.276917,-1.296182,0.078815,1.491548,-16.384145,5.291768
6370,3.174951,0.441431,9.969873,-0.240704,-1.273816,0.026627,1.467035,-17.165101,5.287864
6380,3.268262,0.447412,9.880152,-0.223663,-1.256775,0.001065,1.463156,-17.923308,5.269208
6390,3.342432,0.431860,9.744970,-0.209817,-1.237604,-0.023431,1.465806,-18.658873,5.236073
6400,3.475220,0.384009,9.469824,-0.201297,-1.193936,-0.062839,1.459252,-19.417616,5.179612
6410,3.546997,0.363672,9.374121,-0.205557,-1.169440,-0.077750,1.444861,-20.145962,5.114298
6420,3.646289,0.348120,9.303540,-0.214078,-1.146008,-0.090530,1.422988,-20.857070,5.041427
6430,3.831714,0.312231,9.256885,-0.233249,-1.102341,-0.112897,1.378168,-21.581029,4.955438
6440,3.932202,0.301465,9.254492,-0.240704,-1.082104,-0.121417,1.329987,-22.276465,4.864608
6450,4.006372,0.285913,9.265259,-0.247095,-1.060803,-0.128873,1.276094,-22.929364,4.769586
6460,4.116431,0.259595,9.305933,-0.251355,-1.002225,-0.137393,1.211409,-23.535391,4.670243
6470,4.145142,0.226099,9.317896,-0.249225,-0.962817,-0.137393,1.134801,-24.075070,4.571673
6480,4.173852,0.200977,9.326269,-0.244965,-0.914890,-0.134198,1.052558,-24.551011,4.476098
6490,4.214526,0.186621,9.350195,-0.224728,-0.806253,-0.120352,0.976694,-24.940207,4.390967
6500,4.329370,0.149536,9.320288,-0.206622,-0.749805,-0.110767,0.893881,-25.325483,4.312906
6510,4.392774,0.139966,9.229370,-0.188516,-0.693356,-0.100116,0.820975,-25.696137,4.242592
6520,4.470532,0.147144,9.143237,-0.174670,-0.640103,-0.088400,0.764364,-26.061477,4.180554
6530,4.591357,0.186621,9.063086,-0.170410,-0.539987,-0.069229,0.734896,-26.417279,4.131806
6540,4.632031,0.184229,9.090601,-0.175735,-0.495255,-0.062839,0.702137,-26.728861,4.087542
6550,4.659546,0.166284,9.142041,-0.177866,-0.454782,-0.056448,0.658446,-26.990586,4.047756
6560,4.745679,0.137573,9.223389,-0.161890,-0.382358,-0.047928,0.606982,-27.210973,4.014114
6570,4.797119,0.126807,9.203052,-0.144849,-0.351471,-0.047928,0.563007,-27.423349,3.980837
6580,4.828223,0.122021,9.158789,-0.127808,-0.322714,-0.053253,0.530975,-27.625912,3.944415
6590,4.862915,0.172266,9.041553,-0.104376,-0.273721,-0.068164,0.549368,-27.828857,3.898694
6600,4.909570,0.194995,9.008057,-0.102246,-0.251355,-0.075620,0.583420,-28.030989,3.848139
6610,4.958618,0.206958,9.006861,-0.104376,-0.228989,-0.080945,0.622011,-28.225307,3.794084
6620,5.066284,0.183032,9.047534,-0.110767,-0.182126,-0.085205,0.639923,-28.416191,3.737391
6630,5.115332,0.154321,9.054712,-0.111832,-0.159760,-0.085205,0.638354,-28.598036,3.680722
6640,5.167969,0.122021,9.040357,-0.107571,-0.141653,-0.083075,0.619346,-28.781020,3.625480
6650,5.231372,0.051440,8.927905,-0.094791,-0.126743,-0.074554,0.564309,-28.997491,3.575848
6660,5.228980,0.037085,8.863306,-0.090530,-0.131003,-0.071359,0.507371,-29.211862,3.528256
6670,5.194287,0.046655,8.842969,-0.088400,-0.141653,-0.068164,0.462152,-29.401011,3.482687
6680,5.132080,0.049048,8.857325,-0.085205,-0.169345,-0.060709,0.422329,-29.554148,3.441862
6690,4.984937,0.077759,8.935083,-0.078815,-0.179996,-0.055383,0.405395,-29.609637,3.404509
6700,4.910767,0.095703,8.961401,-0.069229,-0.186386,-0.050058,0.404282,-29.621758,3.370650
6710,4.856934,0.114844,8.945849,-0.055383,-0.188516,-0.044733,0.420656,-29.612516,3.340289
6720,4.779175,0.130396,8.780762,-0.028757,-0.183191,-0.033017,0.456793,-29.607055,3.317642
6730,4.769605,0.132788,8.638403,-0.019171,-0.178931,-0.027692,0.495759,-29.632844,3.298453
6740,4.760034,0.122021,8.512793,-0.019171,-0.173605,-0.024496,0.524451,-29.682702,3.281315
6750,4.817456,0.049048,8.365649,-0.039407,-0.158694,-0.017041,0.491552,-29.789161,3.269119
6760,4.874878,0.005981,8.351294,-0.055383,-0.150174,-0.013846,0.424472,-29.913224,3.259127
6770,4.929907,-0.029907,8.377612,-0.070294,-0.143784,-0.009586,0.331366,-30.041392,3.252087
6780,4.995703,-0.086133,8.490064,-0.091595,-0.136328,-0.004260,0.198571,-30.153241,3.248745
6790,4.975366,-0.101685,8.566626,-0.095856,-0.134198,-0.002130,0.066067,-30.222302,3.247025
6800,4.956225,-0.098096,8.630030,-0.094791,-0.131003,0.002130,-0.051917,-30.256654,3.248338
6810,4.902392,-0.068188,8.688647,-0.080945,-0.117157,0.010651,-0.134977,-30.239178,3.255473
6820,4.900000,-0.050244,8.695826,-0.071359,-0.102246,0.013846,-0.194887,-30.212589,3.264816
6830,4.901196,-0.033496,8.681470,-0.062839,-0.082010,0.017041,-0.235189,-30.182466,3.276300
6840,4.907178,-0.025122,8.668310,-0.051123,-0.023431,0.023431,-0.262215,-30.131215,3.291895
6850,4.959815,0.004785,8.697021,-0.046863,0.012781,0.028757,-0.267206,-30.083294,3.310907
6860,4.992114,0.021533,8.737696,-0.042603,0.052188,0.034082,-0.260607,-30.023762,3.333315
6870,5.018433,0.050244,8.774780,-0.036212,0.092661,0.041537,-0.235702,-29.951264,3.360525
6880,5.039966,0.120825,8.841772,-0.019171,0.173605,0.057513,-0.165709,-29.835685,3.398086
6890,5.047143,0.171069,8.865698,-0.011716,0.215143,0.063904,-0.069676,-29.706373,3.439886
6900,5.049536,0.210547,8.903979,-0.005325,0.256680,0.069229,0.042670,-29.558684,3.485349
6910,5.043555,0.247632,8.968579,0.012781,0.342950,0.073489,0.174015,-29.360515,3.533926
6920,5.038770,0.247632,9.010449,0.024496,0.391943,0.074554,0.297833,-29.142855,3.583723
6930,5.035181,0.245239,9.084620,0.036212,0.446262,0.075620,0.412853,-28.897220,3.634853
6940,4.990918,0.228491,9.256885,0.063904,0.579395,0.080945,0.516869,-28.542823,3.690561
6950,4.952637,0.218921,9.335840,0.080945,0.653949,0.086270,0.611473,-28.146957,3.750677
6960,4.913159,0.223706,9.362158,0.097986,0.730634,0.091595,0.706762,-27.724743,3.815262
6970,4.854541,0.221313,9.394458,0.118222,0.875482,0.105441,0.797540,-27.233302,3.890499
6980,4.749268,0.224902,9.515284,0.126743,0.941516,0.110767,0.883148,-26.678152,3.970318
6990,4.687060,0.220117,9.566724,0.135263,1.003290,0.117157,0.960117,-26.103738,4.055352
7000,4.614087,0.221313,9.618164,0.146979,1.057608,0.122482,1.034779,-25.510904,4.144801
7010,4.484888,0.220117,9.667212,0.184256,1.148138,0.131003,1.118433,-24.857296,4.241123
7020,4.402344,0.228491,9.645679,0.210883,1.186481,0.133133,1.212944,-24.212251,4.339804
7030,4.319800,0.235669,9.560742,0.236444,1.221628,0.134198,1.317180,-23.589758,4.440341
7040,4.135571,0.318213,9.364551,0.268396,1.284467,0.124612,1.481302,-22.947024,4.536693
7050,4.033887,0.381616,9.231763,0.266266,1.312158,0.118222,1.670251,-22.329374,4.631335
7060,3.948950,0.421094,9.183911,0.246030,1.337720,0.111832,1.856572,-21.725039,4.724730
7070,3.746777,0.473730,9.244922,0.176801,1.388843,0.092661,2.022269,-21.036560,4.809604
7080,3.634326,0.490479,9.321485,0.138458,1.413339,0.084140,2.161519,-20.328425,4.891843
7090,3.520679,0.485693,9.417188,0.104376,1.436771,0.075620,2.265971,-19.599435,4.971128
7100,3.290991,0.462964,9.554761,0.068164,1.481503,0.062839,2.327258,-18.774841,5.044944
7110,3.184521,0.459375,9.583471,0.063904,1.497479,0.056448,2.379427,-17.961058,5.115876
7120,3.057715,0.455786,9.579883,0.069229,1.509195,0.048993,2.429355,-17.153984,5.183101
7130,2.940479,0.437842,9.540405,0.087335,1.524106,0.033017,2.477903,-16.361405,5.241620
7140,2.741894,0.452197,9.401636,0.089465,1.521976,0.023431,2.536964,-15.562195,5.294892
7150,2.633032,0.451001,9.381299,0.082010,1.519846,0.012781,2.588437,-14.784697,5.342499
7160,2.507422,0.446216,9.400439,0.068164,1.519846,0.004260,2.626116,-14.010451,5.385694
7170,2.238257,0.465356,9.466235,0.031952,1.516650,-0.003195,2.652035,-13.156158,5.424845
7180,2.112647,0.507227,9.502124,0.015976,1.506000,-0.003195,2.690669,-12.315418,5.463968
7190,2.014551,0.535937,9.504517,0.002130,1.486829,-0.003195,2.735310,-11.510479,5.503029
7200,1.831519,0.526367,9.421972,-0.018106,1.419730,-0.007455,2.763549,-10.724981,5.538290
7210,1.727441,0.538330,9.375318,-0.023431,1.372867,-0.014911,2.796114,-9.984971,5.568204
7220,1.637720,0.562256,9.322680,-0.029822,1.319614,-0.025562,2.839461,-9.297272,5.590800
7230,1.467847,0.593359,9.199463,-0.058578,1.197131,-0.050058,2.889273,-8.652309,5.596201
7240,1.394873,0.602930,9.267652,-0.085205,1.133228,-0.058578,2.924469,-8.053478,5.595397
7250,1.309937,0.579004,9.423169,-0.110767,1.070389,-0.063904,2.924017,-7.482918,5.590065
7260,1.089819,0.502441,9.800000,-0.121417,0.948972,-0.064969,2.863246,-6.880874,5.580542
7270,0.997705,0.479712,9.902881,-0.099051,0.887198,-0.062839,2.804510,-6.311936,5.569895
7280,0.900806,0.466553,9.916040,-0.063904,0.822229,-0.059644,2.761973,-5.777449,5.558744
7290,0.814673,0.484497,9.826319,-0.023431,0.751935,-0.057513,2.756737,-5.287335,5.546525
7300,0.648389,0.580200,9.502124,0.028757,0.610281,-0.058578,2.843217,-4.837525,5.529744
7310,0.555078,0.624463,9.393262,0.029822,0.541052,-0.060709,2.951528,-4.416624,5.510309
7320,0.473730,0.649585,9.347803,0.020236,0.478213,-0.063904,3.060988,-4.022496,5.487782
7330,0.277539,0.650781,9.392065,-0.009586,0.370642,-0.073489,3.143872,-3.606558,5.456997
7340,0.227295,0.671118,9.468628,-0.028757,0.332300,-0.074554,3.217426,-3.219819,5.424719
7350,0.210547,0.698633,9.605005,-0.046863,0.304608,-0.074554,3.284507,-2.872824,5.391810
7360,0.186621,0.654370,9.857422,-0.069229,0.276917,-0.071359,3.298918,-2.557037,5.360039
7370,0.169873,0.626855,9.937573,-0.069229,0.268396,-0.068164,3.293801,-2.265814,5.329865
7380,0.156714,0.602930,9.960302,-0.061774,0.260941,-0.063904,3.278994,-1.998899,5.301877
7390,0.143555,0.582593,9.932788,-0.046863,0.237509,-0.056448,3.262890,-1.762770,5.277354
7400,0.095703,0.568237,9.798803,-0.043668,0.219403,-0.051123,3.246215,-1.533148,5.255252
7410,0.078955,0.559863,9.723437,-0.046863,0.197037,-0.046863,3.227111,-1.328119,5.234828
7420,0.069385,0.558667,9.679174,-0.055383,0.172540,-0.043668,3.206078,-1.150195,5.215406
7430,0.062207,0.588574,9.675586,-0.079880,0.118222,-0.039407,3.191184,-1.013417,5.196646
7440,0.069385,0.602930,9.687549,-0.092661,0.090530,-0.038342,3.178683,-0.908006,5.177594
7450,0.082544,0.616089,9.686353,-0.103311,0.064969,-0.038342,3.169246,-0.833249,5.157720
7460,0.094507,0.611304,9.656446,-0.127808,0.017041,-0.039407,3.146389,-0.797272,5.135711
7470,0.090918,0.599341,9.625341,-0.142719,-0.004260,-0.040472,3.112342,-0.773870,5.112419
7480,0.075366,0.586182,9.608594,-0.161890,-0.023431,-0.040472,3.064745,-0.753920,5.088531
7490,0.038281,0.550293,9.654053,-0.207687,-0.055383,-0.038342,2.976167,-0.731394,5.064894
7500,0.011963,0.519189,9.761719,-0.232184,-0.068164,-0.035147,2.862556,-0.702839,5.042753
7510,-0.010767,0.472534,9.917236,-0.251355,-0.077750,-0.029822,2.719659,-0.669561,5.023460
7520,-0.014355,0.417505,10.085913,-0.254550,-0.094791,-0.012781,2.554575,-0.646896,5.013567
7530,0.034692,0.302661,10.350293,-0.239639,-0.101181,-0.002130,2.346700,-0.655982,5.009763
7540,0.082544,0.278735,10.412500,-0.217273,-0.105441,0.008521,2.156666,-0.691581,5.012168
7550,0.131592,0.266772,10.443604,-0.189581,-0.107571,0.019171,1.992324,-0.750557,5.020826
7560,0.189014,0.291895,10.343115,-0.136328,-0.108636,0.037277,1.885675,-0.835682,5.040011
7570,0.205762,0.318213,10.267749,-0.118222,-0.107571,0.043668,1.813570,-0.921840,5.062993
7580,0.227295,0.366064,10.217505,-0.107571,-0.107571,0.047928,1.780106,-1.011839,5.088494
7590,0.291895,0.449805,10.162476,-0.099051,-0.104376,0.053253,1.800055,-1.126900,5.117141
7600,0.332568,0.489282,10.140943,-0.097986,-0.101181,0.053253,1.840290,-1.251488,5.145824
7610,0.376831,0.515601,10.120605,-0.099051,-0.096921,0.052188,1.890767,-1.386130,5.173936
7620,0.433057,0.557471,10.060791,-0.101181,-0.086270,0.046863,1.959608,-1.533897,5.199150
7630,0.443823,0.568237,10.048828,-0.105441,-0.079880,0.042603,2.025870,-1.670331,5.221990
7640,0.451001,0.576611,10.051221,-0.108636,-0.073489,0.038342,2.088639,-1.794231,5.242467
7650,0.437842,0.559863,10.067968,-0.118222,-0.051123,0.030887,2.130980,-1.887155,5.259094
7660,0.430664,0.546704,10.119410,-0.121417,-0.037277,0.027692,2.159055,-1.958982,5.274164
7670,0.415112,0.521582,10.175634,-0.121417,-0.021301,0.025562,2.169427,-2.006113,5.288349
7680,0.405542,0.494067,10.218701,-0.116092,-0.006390,0.023431,2.165778,-2.035004,5.301635
7690,0.392383,0.459375,10.223486,-0.096921,0.019171,0.019171,2.153890,-2.040753,5.313035
7700,0.379224,0.441431,10.207934,-0.085205,0.028757,0.017041,2.140050,-2.034268,5.323418
7710,0.376831,0.424683,10.174438,-0.074554,0.036212,0.014911,2.124902,-2.023893,5.332737
7720,0.372046,0.419897,10.118213,-0.057513,0.053253,0.010651,2.118787,-2.004141,5.339971
7730,0.366064,0.393579,10.111035,-0.052188,0.061774,0.009586,2.102027,-1.978776,5.346773
7740,0.360083,0.374438,10.131372,-0.045798,0.071359,0.008521,2.079482,-1.947243,5.353155
7750,0.328979,0.367261,10.213916,-0.026627,0.093726,0.008521,2.063560,-1.888994,5.359987
7760,0.287109,0.368457,10.227076,-0.012781,0.106506,0.011716,2.056661,-1.807215,5.368898
7770,0.265576,0.375635,10.221094,0.003195,0.116092,0.015976,2.062575,-1.716945,5.380439
7780,0.206958,0.395972,10.149317,0.034082,0.122482,0.025562,2.096126,-1.601679,5.397610
7790,0.194995,0.417505,10.090698,0.045798,0.115027,0.029822,2.145379,-1.495511,5.417105
7800,0.185425,0.445020,10.016528,0.054318,0.104376,0.033017,2.210970,-1.400602,5.438256
7810,0.179443,0.485693,9.922022,0.058578,0.096921,0.037277,2.297107,-1.316348,5.461749
7820,0.186621,0.573022,9.704297,0.044733,0.094791,0.048993,2.422639,-1.247665,5.491985
7830,0.186621,0.613696,9.607397,0.026627,0.102246,0.056448,2.553008,-1.182901,5.526785
7840,0.180640,0.649585,9.536817,0.000000,0.113962,0.063904,2.680106,-1.115815,5.566283
7850,0.215332,0.684277,9.451880,-0.062839,0.139523,0.077750,2.785647,-1.063126,5.614532
7860,0.198584,0.702222,9.431543,-0.100116,0.148044,0.083075,2.872965,-1.001852,5.666209
7870,0.177051,0.710596,9.436328,-0.138458,0.150174,0.087335,2.936710,-0.933023,5.720510
7880,0.253613,0.642407,9.411206,-0.223663,0.127808,0.094791,2.912018,-0.927114,5.778513
7890,0.302661,0.586182,9.447095,-0.273721,0.105441,0.090530,2.830061,-0.960938,5.833396
7900,0.372046,0.532349,9.521265,-0.324844,0.077750,0.080945,2.696123,-1.043883,5.881927
7910,0.437842,0.456982,9.595434,-0.374902,0.051123,0.064969,2.504026,-1.167952,5.920498
7920,0.496460,0.318213,9.752149,-0.464368,0.015976,0.023431,2.202596,-1.326200,5.934314
7930,0.497656,0.282324,9.839478,-0.503775,0.007455,0.003195,1.888182,-1.471579,5.936308
7940,0.452197,0.247632,9.936377,-0.536792,0.004260,-0.012781,1.566225,-1.576977,5.929067
7950,0.281128,0.175854,9.977051,-0.583655,0.011716,-0.026627,1.211055,-1.574039,5.913993
7960,0.184229,0.139966,9.979444,-0.602826,0.014911,-0.025562,0.860095,-1.516901,5.899525
7970,0.093311,0.117236,9.968677,-0.615607,0.014911,-0.020236,0.523464,-1.415733,5.888055
7980,0.076563,0.089722,9.895703,-0.624127,0.008521,0.004260,0.199427,-1.318833,5.890541
7990,0.125610,0.064600,9.776074,-0.631583,0.001065,0.013846,-0.111163,-1.262881,5.898479
8000,0.147144,0.017944,9.656446,-0.647559,-0.004260,0.018106,-0.426422,-1.227990,5.908861
8010,0.156714,-0.020337,9.542798,-0.716788,-0.008521,0.020236,-0.769350,-1.205021,5.920495
8020,0.250024,-0.066992,9.496142,-0.764716,-0.007455,0.018106,-1.131316,-1.237606,5.930929
8030,0.273950,-0.118433,9.441113,-0.810513,-0.001065,0.013846,-1.512472,-1.278393,5.938875
8040,0.303857,-0.173462,9.414795,-0.861636,0.006390,0.009586,-1.915874,-1.329169,5.944270
8050,0.339746,-0.322998,9.386084,-0.967078,0.023431,-0.002130,-2.422511,-1.387720,5.942601
8060,0.334961,-0.418701,9.381299,-1.015005,0.033017,-0.010651,-2.961302,-1.433184,5.935702
8070,0.333765,-0.515601,9.369336,-1.057608,0.046863,-0.020236,-3.527329,-1.466923,5.922731
8080,0.297876,-0.720166,9.346606,-1.138553,0.082010,-0.041537,-4.200658,-1.459406,5.896075
8090,0.256006,-0.833813,9.305933,-1.176895,0.096921,-0.051123,-4.897595,-1.421716,5.862782
